VDR Name,Account,Date,Memo,Document Number/ID,Transaction,Type,Total Amount (Transaction Currency)
VDR-0106 Orion Labs,
,Accrued Purchases,12/1/2021,PO 120121MOL - received from RD on 12/16/2021,555297719,Bill #555297719,VendBill,-113,
,Accrued Purchases,12/1/2021,PO 120121MOL - received from RD on 12/16/2021,555298018,Bill #555298018,VendBill,-820.27,
,Accrued Purchases,11/17/2021,PO 111721CYTO - received from RD on 12/05/2021,555204713,Bill #555204713,VendBill,-572.44,
,Accrued Purchases,11/18/2021,PO 111721CYTO - received from RD on 12/05/2021,555212578,Bill #555212578,VendBill,-385.32,
,Accrued Purchases,11/8/2021,052121CYTO,IR-1999,Item Receipt #IR-1999,ItemRcpt,-1090,
,Accrued Purchases,1/11/2022,PO 010922CYTO - received from RD on 01/23/2022,555576609,Bill #555576609,VendBill,-180.6,
,Accrued Purchases,1/6/2022,PO 072821CYTO - received from RD on 1/20/2022,555544856,Bill #555544856,VendBill,-325.46,
,Accrued Purchases,1/7/2022,PO 082521CYTO - received from RD on 1/20/2022,555555566,Bill #555555566,VendBill,-668.06,
,Accrued Purchases,1/31/2022,null,IR-2166,Item Receipt #IR-2166,ItemRcpt,-604,
,Accrued Purchases,1/31/2022,null,IR-2164,Item Receipt #IR-2164,ItemRcpt,-284,
,Accrued Purchases,1/28/2022,PO 012822MOL - received from RD on 02/09/2022,555743359,Bill #555743359,VendBill,-113,
,Accrued Purchases,2/23/2022,PO 022322CYTO - received from RD on 03/08/2022,555983941,Bill #555983941,VendBill,-277.76,
,Accrued Purchases,2/28/2022,null,IR-2231,Item Receipt #IR-2231,ItemRcpt,-585,
,Accrued Purchases,2/23/2022,PO 022322MOL - received from RD on 03/08/2022,555981644,Bill #555981644,VendBill,-682.88,
,Accrued Purchases,2/23/2022,PO 022322CYTO - received from RD on 03/08/2022,555979805,Bill #555979805,VendBill,-321.23,
,Accrued Purchases,4/8/2022,PO 040722CYTO - received from RD on 04/19/2022,556403323,Bill #556403323,VendBill,-1014.77,
,Accrued Purchases,6/30/2022,null,IR-2652,Item Receipt #IR-2652,ItemRcpt,-234,
,Accrued Purchases,6/13/2022,null,IR-2362,Item Receipt #IR-2362,ItemRcpt,-219.6,
,Accrued Purchases,6/30/2022,null,IR-2682,Item Receipt #IR-2682,ItemRcpt,-834,
,Accrued Purchases,6/30/2022,null,IR-2760,Item Receipt #IR-2760,ItemRcpt,-756.8,
,Accrued Purchases,6/30/2022,null,IR-2667,Item Receipt #IR-2667,ItemRcpt,-256,
,Accrued Purchases,5/31/2022,PO CYTO-0320 - received from RD on 05/31/2022 Correct Date 05/19/2022,556774114,Bill #556774114,VendBill,-339.18,
,Accrued Purchases,5/31/2022,null,IR-2531,Item Receipt #IR-2531,ItemRcpt,-508,
,Accrued Purchases,6/13/2022,PO-MOL-0652,556981806,Bill #556981806,VendBill,-1065.06,
,Accrued Purchases,5/9/2022,PO-Cyto-0303,IR-2417,Item Receipt #IR-2417,ItemRcpt,-229.8,
Total - VDR-0135 Sigma Aldrich ,,,,,,,-72477.18999999997
VDR-0176 Biocare Medical,
,Accrued Purchases,3/2/2020,IR-0034 - Track 218986- PO 030220AP,189354,Bill #189354,VendBill,-884.67,
,Accrued Purchases,3/3/2020,INV 189354 - PO 030220AP,IR-0034,Item Receipt #IR-0034,ItemRcpt,-832,
,Accrued Purchases,3/29/2020,INV 190907 - PO 032420AP,IR-0011,Item Receipt #IR-0011,ItemRcpt,-624,
,Accrued Purchases,3/24/2020,IR-0011 - Track 220746 - PO 032420AP,190907,Bill #190907,VendBill,-675.12,
,Accrued Purchases,4/20/2020,IR-0095 - PO 041720AP - tracking 221933 - received from scanned on 04/29/2020,INV0191989,Bill #INV0191989,VendBill,-870.45,
,Accrued Purchases,4/21/2020,INV0191989 - 041720AP,IR-0095,Item Receipt #IR-0095,ItemRcpt,-781,
,Accrued Purchases,9/28/2020,IR-0591 - PO 092520AP - received from RD on 10/06/2020,INV0201039,Bill #INV0201039,VendBill,-1342.74,
,Accrued Purchases,9/30/2020,092520AP,IR-0591,Item Receipt #IR-0591,ItemRcpt,-1248,
,Accrued Purchases,11/20/2020,111920AB,IR-0834,Item Receipt #IR-0834,ItemRcpt,-843,
,Accrued Purchases,12/10/2020,120920AP,IR-0934,Item Receipt #IR-0934,ItemRcpt,-1810,
,Accrued Purchases,11/19/2020,IR-0834- PO 111920AP - received from RD on 12/02/2020,INV0204598,Bill #INV0204598,VendBill,-935.45,
,Accrued Purchases,12/9/2020,IR-0934 - PO 120920AP - received from vendor on 12/29/2020,INV0205631,Bill #INV0205631,VendBill,-1924.75,
,Accrued Purchases,1/26/2021,012221AP,IR-1078,Item Receipt #IR-1078,ItemRcpt,-874,
,Accrued Purchases,3/18/2021,IR-1078 - PO 012221AP - Correct date 01/25/2021 - received from Vendor on 03/18/2021,INV0208159,Bill #INV0208159,VendBill,-976.49,
,Accrued Purchases,5/12/2021,PO 051221AP,INV0215557,Bill #INV0215557,VendBill,-1439.79,
,Accrued Purchases,5/31/2021,051221-AB,IR-1618,Item Receipt #IR-1618,ItemRcpt,-1323,
,Accrued Purchases,8/26/2021,null,IR-1791,Item Receipt #IR-1791,ItemRcpt,-1246,
,Accrued Purchases,8/25/2021,PO 082521AP,INV0222442,Bill #INV0222442,VendBill,-1363.81,
,Accrued Purchases,11/22/2021,PO 111921AP,INV0228135,Bill #INV0228135,VendBill,-1440.8,
,Accrued Purchases,11/2/2021,PO 110221AP - received from Vendor on 12/08/2021,INV0226857,Bill #INV0226857,VendBill,-468.32,
,Accrued Purchases,11/3/2021,110221AP,IR-1988,Item Receipt #IR-1988,ItemRcpt,-372,
,Accrued Purchases,11/24/2021,111921AP (packing slip),IR-2037,Item Receipt #IR-2037,ItemRcpt,-1323,
,Accrued Purchases,1/31/2022,PO 012822AP,INV0232178,Bill #INV0232178,VendBill,-1758.77,
,Accrued Purchases,1/2/2022,null,IR-2147,Item Receipt #IR-2147,ItemRcpt,-1638,
,Accrued Purchases,2/22/2022,PO 022222AP,INV0233708,Bill #INV0233708,VendBill,-1046.5,
,Accrued Purchases,3/8/2022,PO 030822AP,INV0234699,Bill #INV0234699,VendBill,-1046.5,
,Accrued Purchases,3/29/2022,PO 032822AP,INV0236071,Bill #INV0236071,VendBill,-568.28,
,Accrued Purchases,3/9/2022,null,IR-2270,Item Receipt #IR-2270,ItemRcpt,-936,
,Accrued Purchases,6/22/2022,null,IR-2462,Item Receipt #IR-2462,ItemRcpt,-936,
Total - VDR-0176 Biocare Medical ,,,,,,,-31528.44
VDR-0126 Richard-Allan Scientific,
,Accrued Purchases,3/3/2020,IR-0032 - Track 3135136 - PO 030220AP,7732394-RI,Bill #7732394-RI,VendBill,-2030.83,
,Accrued Purchases,4/13/2020,Invoice 7740017-RI - PO 032320AP,IR-0076,Item Receipt #IR-0076,ItemRcpt,-961.8,
,Accrued Purchases,4/19/2020,032320AP,IR-0083,Item Receipt #IR-0083,ItemRcpt,-878.85,
,Accrued Purchases,3/5/2020,INV 7732394-RI - PO 030220AP,IR-0032,Item Receipt #IR-0032,ItemRcpt,-1840.65,
,Accrued Purchases,4/30/2020,041720AP,IR-0126,Item Receipt #IR-0126,ItemRcpt,-878.85,
,Accrued Purchases,4/30/2020,041720AP,IR-0127,Item Receipt #IR-0127,ItemRcpt,-961.8,
,Accrued Purchases,4/14/2020,PO 032320AP - track 3139577 - IR-0083 - received by scanned on 04/26/2020,7740541-RI,Bill #7740541-RI,VendBill,-982.56,
,Accrued Purchases,4/29/2020,IR-0127 - PO 041720AP - tracking 3142990 - received from mail on 05/05/2020,7742885-RI,Bill #7742885-RI,VendBill,-1071.01,
,Accrued Purchases,4/27/2020,IR-0126 - PO 041720AP - Tracking NO 3142990 - received by mail on 05/05/2020,7742362-RI,Bill #7742362-RI,VendBill,-982.56,
,Accrued Purchases,5/29/2020,052220AP,IR-0186,Item Receipt #IR-0186,ItemRcpt,-1840.65,
,Accrued Purchases,4/6/2020,PO 032320AP - track 3139577 - IR-0076 - received from scanned  on 04/21/2020,7740017-RI,Bill #7740017-RI,VendBill,-1071.01,
,Accrued Purchases,6/30/2020,062520AP,IR-0285,Item Receipt #IR-0285,ItemRcpt,-1840.65,
,Accrued Purchases,5/26/2020,IR-0186 - PO 052220AP - Tracking 3148151 - received By Mail On 06/08/2020,7746775-RI,Bill #7746775-RI,VendBill,-2030.74,
,Accrued Purchases,6/25/2020,IR-0285 - PO 062520AP - Tracking 3153733 - received from vendor by mail on 07/08/2020,7752225-RI,Bill #7752225-RI,VendBill,-2030.74,
,Accrued Purchases,7/22/2020,072020AP,IR-0326,Item Receipt #IR-0326,ItemRcpt,-1227.1,
,Accrued Purchases,8/1/2020,PO 072020AP - Correct Date 07/20/2020 - received By Mail On 08/11/2020,7756567-RI,Bill #7756567-RI,VendBill,-1359,
,Accrued Purchases,9/27/2020,PO 092220AP - received from Vendor On 10/04/2020,9110103272,Bill #9110103272,VendBill,-2017.78,
,Accrued Purchases,10/1/2020,09222AP,IR-0603,Item Receipt #IR-0603,ItemRcpt,-1840.65,
,Accrued Purchases,10/24/2020,PO 101420AP - received from RD on 11/01/2020,9110113706,Bill #9110113706,VendBill,-966.63,
,Accrued Purchases,11/17/2020,PO 111320AP - received from RD on 11/29/2020,9110122992,Bill #9110122992,VendBill,-966.63,
,Accrued Purchases,10/27/2020,101420AP,IR-0744,Item Receipt #IR-0744,ItemRcpt,-878.85,
,Accrued Purchases,11/19/2020,111320AP,IR-0832,Item Receipt #IR-0832,ItemRcpt,-878.85,
,Accrued Purchases,12/1/2020,111320AP,IR-0869,Item Receipt #IR-0869,ItemRcpt,-961.8,
,Accrued Purchases,11/25/2020,IR-0868 - PO 101420AP - received from Vendor on 12/07/2020,9110125528,Bill #9110125528,VendBill,-1055.08,
,Accrued Purchases,11/25/2020,PO 111320AP - received from vendor on 12/08/2020,9110125529,Bill #9110125529,VendBill,-1055.08,
,Accrued Purchases,12/1/2020,101420AP,IR-0868,Item Receipt #IR-0868,ItemRcpt,-961.8,
,Accrued Purchases,1/15/2021,121020AP,IR-1068,Item Receipt #IR-1068,ItemRcpt,-1840.65,
,Accrued Purchases,1/11/2021,PO 121020AP- received from RD on 1/28/2021,9110138348,Bill #9110138348,VendBill,-951.02,
,Accrued Purchases,1/13/2021,PO 121020AP- received from RD on 1/28/2021,9110139236,Bill #9110139236,VendBill,-694.21,
,Accrued Purchases,2/23/2021,021721AP,IR-1215,Item Receipt #IR-1215,ItemRcpt,-9203.25,
,Accrued Purchases,2/1/2021,PO 121020AP - received from RD on 2/15/2021 - Correct date 1/19/2021,9110141045,Bill #9110141045,VendBill,-350.56,
,Accrued Purchases,2/18/2021,PO 021721AP - received from Vendor on 03/08/2021,9110150822,Bill #9110150822,VendBill,-9939.09,
,Accrued Purchases,3/22/2021,PO 031921AP - received from RD on 04/04/2021,9110160620,Bill #9110160620,VendBill,-5299.55,
,Accrued Purchases,3/24/2021,031921AP,IR-1327,Item Receipt #IR-1327,ItemRcpt,-4908.4,
,Accrued Purchases,5/28/2021,PO 051221AP - received from Vendor on 06/07/2021,9110175771,Bill #9110175771,VendBill,-1265.93,
,Accrued Purchases,5/24/2021,PO 051221AP - received from Vendor on 06/07/2021,9110174663,Bill #9110174663,VendBill,-1383.85,
,Accrued Purchases,6/23/2021,051221AP,IR-1608,Item Receipt #IR-1608,ItemRcpt,-1282.4,
,Accrued Purchases,6/18/2021,051221AP,IR-1604,Item Receipt #IR-1604,ItemRcpt,-1171.8,
,Accrued Purchases,6/22/2021,PO 062121AP - received from RD on 06/29/2021,9110180696,Bill #9110180696,VendBill,-1265.96,
,Accrued Purchases,7/9/2021,PO 062121AP - received from RD on 07/25/2021,9110184562,Bill #9110184562,VendBill,-1383.92,
,Accrued Purchases,7/13/2021,062121AP,IR-1704,Item Receipt #IR-1704,ItemRcpt,-1282.4,
,Accrued Purchases,7/13/2021,062121AP,IR-1705,Item Receipt #IR-1705,ItemRcpt,-1171.8,
,Accrued Purchases,7/26/2021,PO 072621AP - received from RD on 08/04/2021,9110188284,Bill #9110188284,VendBill,-2616.79,
,Accrued Purchases,8/18/2021,072621AP (email),IR-1749,Item Receipt #IR-1749,ItemRcpt,-2454.2,
,Accrued Purchases,9/1/2021,PO 082321AP - correct date 08/31/2021 - received from RD on 09/12/2021,9110196458,Bill #9110196458,VendBill,-5299.17,
,Accrued Purchases,9/3/2021,082321AP,IR-1850,Item Receipt #IR-1850,ItemRcpt,-4908.4,
,Accrued Purchases,9/29/2021,092021AP,IR-1868,Item Receipt #IR-1868,ItemRcpt,-1171.8,
,Accrued Purchases,10/4/2021,PO 092021AP - received from RD on 10/18/2021,9101004111,Bill #9101004111,VendBill,-1384.05,
,Accrued Purchases,10/1/2021,PO 092021AP - received from RD on 10/12/2021,9101002361,Bill #9101002361,VendBill,-1265.21,
,Accrued Purchases,11/2/2021,PO 110221AP - received from RD on 11/10/2021,9101010585,Bill #9101010585,VendBill,-2891.76,
,Accrued Purchases,10/6/2021,092021AP,IR-1929,Item Receipt #IR-1929,ItemRcpt,-1282.4,
,Accrued Purchases,12/7/2021,PO 111921AP - received from Vendor On 12/28/2021,9101017898,Bill #9101017898,VendBill,-1385.02,
,Accrued Purchases,11/5/2021,110221AP,IR-1997,Item Receipt #IR-1997,ItemRcpt,-2687.36,
,Accrued Purchases,12/23/2021,PO 111921AP - received from RD on 1/06/2022,9101022038,Bill #9101022038,VendBill,-1514.16,
,Accrued Purchases,1/20/2022,PO 011222AP - received from RD On 2/1/2022,9101027139,Bill #9101027139,VendBill,-1137.59,
,Accrued Purchases,1/26/2022,PO 011222AP - received from RD On 2/6/2022,9101028775,Bill #9101028775,VendBill,-1040.76,
,Accrued Purchases,1/31/2022,null,IR-2171,Item Receipt #IR-2171,ItemRcpt,-2015.52,
,Accrued Purchases,3/22/2022,PO 0300822AP - received from RD on 03/31/2022,9101042039,Bill #9101042039,VendBill,-695.9,
,Accrued Purchases,3/14/2022,PO 021822AP - received from RD on 03/24/2022,9101040186,Bill #9101040186,VendBill,-1450.58,
,Accrued Purchases,6/1/2022,041322AP,IR-2461,Item Receipt #IR-2461,ItemRcpt,-641.56,
,Accrued Purchases,5/26/2022,PO 0300822AP - received from RD on 05/25/2022 Correct Date 5/9/2022,9101054524,Bill #9101054524,VendBill,-760.67,
,Accrued Purchases,3/24/2022,null,IR-2247,Item Receipt #IR-2247,ItemRcpt,-641.56,
Total - VDR-0126 Richard-Allan Scientific ,,,,,,,-114211.19999999997
VDR-0035 Cell Marque Corporation,
,Accrued Purchases,3/9/2020,IR-0033 -Track 3002055632 -PO 030920-AP,93206799,Bill #93206799,VendBill,-3139.33,
,Accrued Purchases,3/10/2020,INV 93206799 - PO 030920-AP,IR-0033,Item Receipt #IR-0033,ItemRcpt,-2902.29,
,Accrued Purchases,4/20/2020,null,93308825,Bill #93308825,VendBill,-2905.94,
,Accrued Purchases,4/21/2020,042020AP,IR-0098,Item Receipt #IR-0098,ItemRcpt,-2683.4,
,Accrued Purchases,5/22/2020,052120AP,IR-0162,Item Receipt #IR-0162,ItemRcpt,-3461.64,
,Accrued Purchases,5/21/2020,PO 052120AP,93386756,Bill #93386756,VendBill,-3734.9,
,Accrued Purchases,6/24/2020,PO 062420AP,93469722,Bill #93469722,VendBill,-5454.45,
,Accrued Purchases,6/25/2020,062420AP,IR-0256,Item Receipt #IR-0256,ItemRcpt,-5073.52,
,Accrued Purchases,7/17/2020,071620AP,IR-0321,Item Receipt #IR-0321,ItemRcpt,-1823.18,
,Accrued Purchases,7/16/2020,PO 071620AP,93527966,Bill #93527966,VendBill,-1988.73,
,Accrued Purchases,8/27/2020,081920AP,93633382,Bill #93633382,VendBill,-485.68,
,Accrued Purchases,8/27/2020,3002530079,IR-0411,Item Receipt #IR-0411,ItemRcpt,-3206.87,
,Accrued Purchases,8/20/2020,PO 081920AP,93614970,Bill #93614970,VendBill,-2975.21,
,Accrued Purchases,9/22/2020,092120Ap  358m-15 is back order till nov,IR-0542,Item Receipt #IR-0542,ItemRcpt,-3864.42,
,Accrued Purchases,9/10/2020,PO 081920AP,93671970,Bill #93671970,VendBill,-249.45,
,Accrued Purchases,9/11/2020,081920AP,IR-0530,Item Receipt #IR-0530,ItemRcpt,-231.13,
,Accrued Purchases,9/21/2020,PO 092120AP,93697898,Bill #93697898,VendBill,-4160.59,
,Accrued Purchases,10/13/2020,PO 101320AP,93745477,Bill #93745477,VendBill,-6101.31,
,Accrued Purchases,10/14/2020,101320AP,IR-0677,Item Receipt #IR-0677,ItemRcpt,-5680.24,
,Accrued Purchases,11/17/2020,111320AP,IR-0805,Item Receipt #IR-0805,ItemRcpt,-2138.84,
,Accrued Purchases,11/16/2020,PO 111320AP,93841421,Bill #93841421,VendBill,-2325.32,
,Accrued Purchases,12/2/2020,PO 092120AP,93888802,Bill #93888802,VendBill,-479.78,
,Accrued Purchases,12/24/2020,121020AP,IR-0958,Item Receipt #IR-0958,ItemRcpt,-1523.57,
,Accrued Purchases,12/3/2020,092120AP,IR-0917,Item Receipt #IR-0917,ItemRcpt,-445.63,
,Accrued Purchases,12/10/2020,PO 121020AP,93911171,Bill #93911171,VendBill,-1665.97,
,Accrued Purchases,12/28/2020,PO 122820AP,93943248,Bill #93943248,VendBill,-539.54,
,Accrued Purchases,1/5/2021,PO 121020AP,93959955,Bill #93959955,VendBill,-133.07,
,Accrued Purchases,1/6/2021,121020AP,IR-1057,Item Receipt #IR-1057,ItemRcpt,-121.69,
,Accrued Purchases,1/20/2021,PO 011921AP,94009176,Bill #94009176,VendBill,-258.58,
,Accrued Purchases,12/24/2020,122820AP,IR-0974,Item Receipt #IR-0974,ItemRcpt,-464.02,
,Accrued Purchases,1/19/2021,PO 011921AP,94005113,Bill #94005113,VendBill,-5293.86,
,Accrued Purchases,1/21/2021,011921AP,IR-1071,Item Receipt #IR-1071,ItemRcpt,-240.55,
,Accrued Purchases,1/20/2021,011921AP,IR-1070,Item Receipt #IR-1070,ItemRcpt,-4924.9,
,Accrued Purchases,2/18/2021,PO 021821AP,94079538,Bill #94079538,VendBill,-2785.46,
,Accrued Purchases,2/23/2021,021821AP,IR-1217,Item Receipt #IR-1217,ItemRcpt,-2570.4,
,Accrued Purchases,3/23/2021,031521AP,IR-1332,Item Receipt #IR-1332,ItemRcpt,-127.5,
,Accrued Purchases,3/15/2021,PO 031521AP,94150481,Bill #94150481,VendBill,-6202.18,
,Accrued Purchases,3/22/2021,PO 031521AP,94171660,Bill #94171660,VendBill,-136.92,
,Accrued Purchases,3/31/2021,033021AP,IR-1350,Item Receipt #IR-1350,ItemRcpt,-533.8,
,Accrued Purchases,3/16/2021,031521AP,IR-1331,Item Receipt #IR-1331,ItemRcpt,-5775.75,
,Accrued Purchases,4/23/2021,PO 032421AP - Correct date 03/24/2021 - received from Vendor on 04/26/2021,94179388,Bill #94179388,VendBill,-464.4,
,Accrued Purchases,4/23/2021,PO 033021AP - Correct date 03/30/2021 - received from Vendor on 04/26/2021,94195860,Bill #94195860,VendBill,-613.94,
,Accrued Purchases,4/21/2021,041921AP,IR-1408,Item Receipt #IR-1408,ItemRcpt,-5200.55,
,Accrued Purchases,5/11/2021,041921AP,IR-1494,Item Receipt #IR-1494,ItemRcpt,-264.35,
,Accrued Purchases,5/11/2021,051021AP,IR-1495,Item Receipt #IR-1495,ItemRcpt,-4334.15,
,Accrued Purchases,5/1/2021,041921AP,IR-1489,Item Receipt #IR-1489,ItemRcpt,-303.45,
,Accrued Purchases,5/11/2021,051021AP,IR-1493,Item Receipt #IR-1493,ItemRcpt,-6271.34,
,Accrued Purchases,3/25/2021,032421AP,IR-1499,Item Receipt #IR-1499,ItemRcpt,-393.55,
,Accrued Purchases,5/24/2021,PO 032521AP - Correct date 03/25/2021 - received from Vendor on 05/24/2021,94183752,Bill #94183752,VendBill,-398.65,
,Accrued Purchases,6/2/2021,PO 051021AP,94363468,Bill #94363468,VendBill,-239.2,
,Accrued Purchases,5/24/2021,IR-1408- PO 041921AP - Correct date 04/20/2021 - received from Vendor on 05/24/2021,94252673,Bill #94252673,VendBill,-6586.63,
,Accrued Purchases,5/24/2021,PO 032521AP - Correct date 03/29/2021 - received from Vendor on 05/24/2021,94192140,Bill #94192140,VendBill,-393.84,
,Accrued Purchases,5/18/2021,PO 051021AP,94322246,Bill #94322246,VendBill,-400.2,
,Accrued Purchases,4/21/2021,041921AP,IR-1504,Item Receipt #IR-1504,ItemRcpt,-938.4,
,Accrued Purchases,6/3/2021,051021AP,IR-1560,Item Receipt #IR-1560,ItemRcpt,-223.55,
,Accrued Purchases,6/4/2021,PO 060421AP,94369390,Bill #94369390,VendBill,-1160.08,
,Accrued Purchases,5/10/2021,IR-1495 & IR-1493 - PO 051021AP - received from Vendor on 05/24/2021,94300974,Bill #94300974,VendBill,-11348.13,
,Accrued Purchases,5/25/2021,PO 051021AP,94341380,Bill #94341380,VendBill,-446.58,
,Accrued Purchases,3/31/2021,032521AP,IR-1502,Item Receipt #IR-1502,ItemRcpt,-701.25,
,Accrued Purchases,5/1/2021,IR-1489 - PO 041921AP - Correct date 04/28/2021 - received from Vendor on 05/24/2021,94275523,Bill #94275523,VendBill,-325.58,
,Accrued Purchases,5/10/2021,IR-1494 - PO 041921AP - received from RD on 05/24/2021,94300973,Bill #94300973,VendBill,-283.63,
,Accrued Purchases,6/24/2021,062121AP,IR-1667,Item Receipt #IR-1667,ItemRcpt,-296.65,
,Accrued Purchases,6/23/2021,PO 051021AP,94415994,Bill #94415994,VendBill,-243.75,
,Accrued Purchases,6/30/2021,051021AP acc. to Abdalla Ayyad email,IR-1693,Item Receipt #IR-1693,ItemRcpt,-417.35,
,Accrued Purchases,6/24/2021,051021AP,IR-1668,Item Receipt #IR-1668,ItemRcpt,-227.8,
,Accrued Purchases,7/7/2021,PO 062121AP,94456155,Bill #94456155,VendBill,-194.07,
,Accrued Purchases,5/31/2021,051021AP,IR-1616,Item Receipt #IR-1616,ItemRcpt,-374,
,Accrued Purchases,6/23/2021,PO 062121AP,94416010,Bill #94416010,VendBill,-320.99,
,Accrued Purchases,6/22/2021,062121AP,IR-1630,Item Receipt #IR-1630,ItemRcpt,-2352.8,
,Accrued Purchases,6/5/2021,060421AP,IR-1607,Item Receipt #IR-1607,ItemRcpt,-1088,
,Accrued Purchases,6/21/2021,PO 062121AP,94409005,Bill #94409005,VendBill,-2545.93,
,Accrued Purchases,7/27/2021,PO 072621AP,94509181,Bill #94509181,VendBill,-807.68,
,Accrued Purchases,7/8/2021,062121AP,IR-1703,Item Receipt #IR-1703,ItemRcpt,-179.35,
,Accrued Purchases,7/27/2021,072621AP,IR-1713,Item Receipt #IR-1713,ItemRcpt,-733.55,
,Accrued Purchases,8/26/2021,082521AP,IR-1792,Item Receipt #IR-1792,ItemRcpt,-1505.35,
,Accrued Purchases,8/25/2021,PO 082521AP,94589059,Bill #94589059,VendBill,-1639.83,
,Accrued Purchases,9/20/2021,PO 091721AP,94653407,Bill #94653407,VendBill,-5259.02,
,Accrued Purchases,9/29/2021,091721AP,IR-1869,Item Receipt #IR-1869,ItemRcpt,-127.5,
,Accrued Purchases,9/28/2021,PO 082521AP,94673788,Bill #94673788,VendBill,-288.89,
,Accrued Purchases,9/28/2021,PO 091721AP,94673787,Bill #94673787,VendBill,-136.86,
,Accrued Purchases,9/30/2021,091721AP,IR-1860,Item Receipt #IR-1860,ItemRcpt,-4899.4,
,Accrued Purchases,9/29/2021,082521AP,IR-1870,Item Receipt #IR-1870,ItemRcpt,-265.2,
,Accrued Purchases,10/21/2021,PO 091721AP,94734508,Bill #94734508,VendBill,-208.03,
,Accrued Purchases,10/11/2021,PO 091721AP,94701785,Bill #94701785,VendBill,-313.86,
,Accrued Purchases,11/9/2021,PO 110121AP,94783846,Bill #94783846,VendBill,-511.35,
,Accrued Purchases,10/31/2021,091721AP,IR-1932,Item Receipt #IR-1932,ItemRcpt,-292.4,
,Accrued Purchases,11/1/2021,PO 110121AP,94762782,Bill #94762782,VendBill,-7313.36,
,Accrued Purchases,11/22/2021,PO 111921AP,94819402,Bill #94819402,VendBill,-5542.38,
,Accrued Purchases,11/22/2021,PO 082521AP,94819400,Bill #94819400,VendBill,-185.18,
,Accrued Purchases,11/3/2021,PO 110121AP,94770334,Bill #94770334,VendBill,-491.34,
,Accrued Purchases,11/22/2021,PO 110121AP,94819401,Bill #94819401,VendBill,-191.1,
,Accrued Purchases,11/23/2021,110121AP,IR-2011,Item Receipt #IR-2011,ItemRcpt,-178.5,
,Accrued Purchases,11/23/2021,PO 110121AP,94823764,Bill #94823764,VendBill,-255.69,
,Accrued Purchases,11/4/2021,110121AP,IR-1993,Item Receipt #IR-1993,ItemRcpt,-459,
,Accrued Purchases,11/30/2021,111921AP (packing slip),IR-2016,Item Receipt #IR-2016,ItemRcpt,-5160.35,
,Accrued Purchases,12/2/2021,PO 111921AP,94850851,Bill #94850851,VendBill,-371.56,
,Accrued Purchases,12/2/2021,PO 110121AP,94850850,Bill #94850850,VendBill,-260.25,
,Accrued Purchases,11/23/2021,082521AP,IR-2010,Item Receipt #IR-2010,ItemRcpt,-170,
,Accrued Purchases,11/2/2021,110121AP,IR-1990,Item Receipt #IR-1990,ItemRcpt,-6836.4,
,Accrued Purchases,11/10/2021,110121AP,IR-1996,Item Receipt #IR-1996,ItemRcpt,-477.7,
,Accrued Purchases,12/3/2021,111921AP (packing slip),IR-2074,Item Receipt #IR-2074,ItemRcpt,-595.85,
,Accrued Purchases,12/3/2021,110121AP,IR-2075,Item Receipt #IR-2075,ItemRcpt,-243.1,
,Accrued Purchases,1/12/2022,PO 011122AP,94947964,Bill #94947964,VendBill,-2622.48,
,Accrued Purchases,1/27/2022,PO 012722AP,94989017,Bill #94989017,VendBill,-1069.44,
,Accrued Purchases,2/7/2022,PO 011122AP,95004117,Bill #95004117,VendBill,-270.15,
,Accrued Purchases,2/10/2022,PO 020722AP,95018184,Bill #95018184,VendBill,-251.21,
,Accrued Purchases,1/12/2022,null,IR-2145,Item Receipt #IR-2145,ItemRcpt,-2425.9,
,Accrued Purchases,2/7/2022,PO 111921AP,95006837,Bill #95006837,VendBill,-268.4,
,Accrued Purchases,2/7/2022,PO 020722AP,95006838,Bill #95006838,VendBill,-8793.37,
,Accrued Purchases,2/7/2022,PO 110121AP,95006088,Bill #95006088,VendBill,-267.53,
,Accrued Purchases,2/11/2022,PO 020722AP,95021392,Bill #95021392,VendBill,-389.4,
,Accrued Purchases,1/28/2022,null,IR-2151,Item Receipt #IR-2151,ItemRcpt,-974.95,
,Accrued Purchases,2/10/2022,PO 110121AP,95019481,Bill #95019481,VendBill,-251.14,
,Accrued Purchases,1/31/2022,null,IR-2168,Item Receipt #IR-2168,ItemRcpt,-552.5,
,Accrued Purchases,2/7/2022,PO 110121AP,95004116,Bill #95004116,VendBill,-1019.2,
,Accrued Purchases,2/21/2022,PO 011122AP,95046053,Bill #95046053,VendBill,-383.17,
,Accrued Purchases,2/24/2022,PO 020722AP,95058319,Bill #95058319,VendBill,-815.51,
,Accrued Purchases,2/28/2022,null,IR-2228,Item Receipt #IR-2228,ItemRcpt,-72.8,
,Accrued Purchases,3/9/2022,PO 030822AP,95091768,Bill #95091768,VendBill,-3740.17,
,Accrued Purchases,3/30/2022,PO 020722AP,95154207,Bill #95154207,VendBill,-157.47,
,Accrued Purchases,3/23/2022,PO 030822AP,95136036,Bill #95136036,VendBill,-521.03,
,Accrued Purchases,3/24/2022,PO 020722AP,95139068,Bill #95139068,VendBill,-175.1,
,Accrued Purchases,3/28/2022,PO 032822AP,95148723,Bill #95148723,VendBill,-1074.36,
,Accrued Purchases,5/16/2022,PO 041422AP,95262845,Bill #95262845,VendBill,-396.61,
